flight_id,airline,flight_number,aircraft_type,departure_airport,arrival_airport,scheduled_departure_time,actual_departure_time,scheduled_arrival_time,actual_arrival_time,gate,terminal,created_at
FL7035-442,JetBlue Airways,663,Airbus A320,SFO,ORD,2024-02-22 08:23:31,2024-02-22 08:33:31,2024-02-22 10:23:31,2024-02-22 10:31:31,A12,3,2024-05-02 11:49:58
FL3792-958,Southwest Airlines,222,Airbus A320,JFK,LAX,2024-07-02 14:08:08,2024-07-02 14:15:08,2024-07-02 16:08:08,2024-07-02 16:28:08,B14,1,2024-06-30 02:15:43
FL8046-503,JetBlue Airways,539,Boeing 737,ATL,SFO,2024-03-26 20:40:55,2024-03-26 20:44:55,2024-03-26 22:40:55,2024-03-26 22:41:55,C5,4,2024-04-04 20:56:23
FL7110-158,Delta Air Lines,847,Boeing 737,ORD,ORD,2024-01-04 11:24:30,2024-01-04 11:50:30,2024-01-04 13:24:30,2024-01-04 13:29:30,A12,3,2024-03-18 12:44:08
FL4743-440,Southwest Airlines,667,Boeing 737,SFO,ORD,2024-06-25 14:36:14,2024-06-25 14:45:14,2024-06-25 16:36:14,2024-06-25 16:28:14,B14,3,2024-03-06 02:59:37
FL2422-656,JetBlue Airways,397,Boeing 777,LAX,JFK,2024-02-15 06:23:15,2024-02-15 05:47:15,2024-02-15 08:23:15,2024-02-15 07:50:15,C8,2,2024-01-19 01:05:09
FL9646-271,Delta Air Lines,932,Boeing 737,ORD,ORD,2024-03-27 22:03:37,2024-03-27 22:02:37,2024-03-28 00:03:37,2024-03-27 23:43:37,A1,1,2024-05-21 01:58:27
FL6030-470,JetBlue Airways,311,Airbus A320,SFO,JFK,2024-02-21 12:15:26,2024-02-21 11:47:26,2024-02-21 14:15:26,2024-02-21 14:59:26,C4,1,2024-04-01 00:01:53
FL2472-487,Southwest Airlines,151,Airbus A320,JFK,JFK,2024-07-05 10:35:17,2024-07-05 10:55:17,2024-07-05 12:35:17,2024-07-05 12:38:17,C1,1,2024-06-04 13:25:19
FL7267-339,Delta Air Lines,596,Boeing 737,LAX,ATL,2024-04-21 00:09:07,2024-04-21 00:33:07,2024-04-21 02:09:07,2024-04-21 02:43:07,A12,4,2024-03-22 09:37:56
FL6795-684,United Airlines,172,Boeing 777,JFK,ATL,2024-04-17 22:14:25,2024-04-17 21:29:25,2024-04-18 00:14:25,2024-04-18 00:23:25,B1,4,2024-03-24 02:26:06
FL4874-731,Delta Air Lines,336,Airbus A380,LAX,JFK,2024-06-15 02:08:55,2024-06-15 01:51:55,2024-06-15 04:08:55,2024-06-15 04:22:55,A12,2,2024-04-04 05:30:51
FL8555-828,American Airlines,420,Boeing 737,LAX,JFK,2024-03-22 19:41:30,2024-03-22 20:20:30,2024-03-22 21:41:30,2024-03-22 21:09:30,A13,3,2024-06-08 12:32:26
FL1717-875,United Airlines,747,Airbus A380,LAX,LAX,2024-02-05 21:07:50,2024-02-05 21:08:50,2024-02-05 23:07:50,2024-02-05 22:39:50,B3,4,2024-02-22 03:06:19
FL6048-295,Delta Air Lines,644,Airbus A320,SFO,LAX,2024-06-18 06:54:48,2024-06-18 07:24:48,2024-06-18 08:54:48,2024-06-18 08:41:48,A12,2,2024-01-09 10:35:27
FL5276-301,United Airlines,126,Boeing 737,ATL,ATL,2024-07-11 03:17:36,2024-07-11 03:12:36,2024-07-11 05:17:36,2024-07-11 05:06:36,B3,1,2024-02-22 14:26:29
FL7501-704,Southwest Airlines,980,Airbus A320,LAX,ATL,2024-05-10 06:30:19,2024-05-10 06:31:19,2024-05-10 08:30:19,2024-05-10 08:17:19,A10,2,2024-01-02 10:54:49
FL2874-271,United Airlines,525,Boeing 777,ORD,JFK,2024-01-25 19:08:14,2024-01-25 19:45:14,2024-01-25 21:08:14,2024-01-25 21:35:14,B1,1,2024-03-24 14:46:48
FL7410-773,Delta Air Lines,797,Boeing 737,LAX,SFO,2024-06-18 03:20:58,2024-06-18 03:05:58,2024-06-18 05:20:58,2024-06-18 05:15:58,A8,1,2024-06-24 06:30:51
FL6713-922,American Airlines,477,Airbus A380,JFK,ATL,2024-06-27 22:06:05,2024-06-27 22:31:05,2024-06-28 00:06:05,2024-06-28 00:43:05,A11,1,2024-03-31 19:11:12
FL7628-170,Delta Air Lines,545,Boeing 777,ORD,SFO,2024-06-01 11:23:52,2024-06-01 11:32:52,2024-06-01 13:23:52,2024-06-01 13:00:52,B2,4,2024-02-23 07:15:53
FL4051-653,JetBlue Airways,525,Airbus A380,ORD,SFO,2024-05-31 22:59:50,2024-05-31 23:14:50,2024-06-01 00:59:50,2024-06-01 00:53:50,A4,2,2024-01-08 09:47:45
FL9176-655,JetBlue Airways,470,Airbus A380,ATL,ORD,2024-06-22 01:03:10,2024-06-22 01:41:10,2024-06-22 03:03:10,2024-06-22 03:35:10,B2,1,2024-01-01 22:03:10
FL8757-943,JetBlue Airways,299,Airbus A320,ATL,JFK,2024-06-14 22:52:30,2024-06-14 23:02:30,2024-06-15 00:52:30,2024-06-15 01:27:30,C4,1,2024-05-29 07:00:29
FL2977-459,JetBlue Airways,436,Airbus A320,SFO,JFK,2024-02-27 23:33:53,2024-02-27 23:34:53,2024-02-28 01:33:53,2024-02-28 01:22:53,B4,4,2024-05-24 19:30:43
FL7389-267,JetBlue Airways,729,Boeing 777,ATL,SFO,2024-01-09 05:02:21,2024-01-09 05:16:21,2024-01-09 07:02:21,2024-01-09 06:47:21,C10,4,2024-03-23 07:47:06
FL3406-311,JetBlue Airways,593,Airbus A320,ATL,ORD,2024-01-24 11:27:09,2024-01-24 11:24:09,2024-01-24 13:27:09,2024-01-24 14:00:09,B1,2,2024-06-25 09:16:49
FL7918-389,Delta Air Lines,292,Airbus A380,SFO,JFK,2024-05-15 09:55:29,2024-05-15 09:11:29,2024-05-15 11:55:29,2024-05-15 11:29:29,A4,3,2024-02-20 03:27:28
FL1313-398,United Airlines,537,Boeing 737,ATL,JFK,2024-03-22 15:44:02,2024-03-22 15:57:02,2024-03-22 17:44:02,2024-03-22 17:38:02,A6,4,2024-03-05 22:22:59
FL8289-407,Southwest Airlines,279,Boeing 777,SFO,ATL,2024-07-07 23:11:28,2024-07-07 22:52:28,2024-07-08 01:11:28,2024-07-08 01:11:28,B10,4,2024-03-22 18:45:57
FL5866-321,American Airlines,281,Boeing 737,ORD,ATL,2024-02-04 09:21:10,2024-02-04 09:47:10,2024-02-04 11:21:10,2024-02-04 12:01:10,C5,1,2024-03-07 05:14:22
FL7209-755,Delta Air Lines,633,Boeing 777,ATL,LAX,2024-05-27 16:07:27,2024-05-27 15:30:27,2024-05-27 18:07:27,2024-05-27 18:36:27,A6,3,2024-03-11 19:19:18
FL5087-684,Delta Air Lines,627,Airbus A380,ORD,ORD,2024-05-21 20:13:51,2024-05-21 20:07:51,2024-05-21 22:13:51,2024-05-21 21:52:51,C5,2,2024-06-28 09:10:04
FL3685-570,JetBlue Airways,651,Airbus A320,LAX,JFK,2024-01-12 10:14:53,2024-01-12 09:31:53,2024-01-12 12:14:53,2024-01-12 12:17:53,C8,2,2024-04-28 19:19:56
FL6178-644,United Airlines,451,Airbus A320,LAX,LAX,2024-03-13 02:15:46,2024-03-13 02:46:46,2024-03-13 04:15:46,2024-03-13 04:10:46,C7,4,2024-06-27 13:09:12
FL1591-871,JetBlue Airways,571,Airbus A380,JFK,JFK,2024-03-12 21:31:40,2024-03-12 21:00:40,2024-03-12 23:31:40,2024-03-12 23:46:40,A15,1,2024-05-15 18:17:32
FL3817-537,United Airlines,561,Airbus A380,JFK,ATL,2024-04-01 03:03:19,2024-04-01 02:41:19,2024-04-01 05:03:19,2024-04-01 04:24:19,A10,4,2024-01-21 19:20:39
FL3379-255,American Airlines,838,Boeing 737,LAX,LAX,2024-04-20 04:38:34,2024-04-20 04:06:34,2024-04-20 06:38:34,2024-04-20 07:05:34,C11,2,2024-06-09 05:30:23
FL2512-231,JetBlue Airways,358,Airbus A320,ATL,LAX,2024-02-23 00:12:01,2024-02-23 00:46:01,2024-02-23 02:12:01,2024-02-23 02:13:01,B5,4,2024-05-08 07:40:09
FL9147-642,American Airlines,603,Boeing 737,JFK,LAX,2024-02-15 03:34:39,2024-02-15 03:27:39,2024-02-15 05:34:39,2024-02-15 05:16:39,B8,3,2024-03-13 02:31:05
FL2959-178,United Airlines,851,Airbus A380,ORD,SFO,2024-03-30 22:34:32,2024-03-30 23:05:32,2024-03-31 00:34:32,2024-03-31 00:31:32,C8,4,2024-03-04 20:55:36
FL6944-653,JetBlue Airways,891,Boeing 737,JFK,SFO,2024-02-17 23:59:24,2024-02-17 23:32:24,2024-02-18 01:59:24,2024-02-18 01:30:24,B3,2,2024-06-03 01:16:08
FL9605-131,Southwest Airlines,446,Airbus A380,ORD,LAX,2024-03-29 08:38:05,2024-03-29 09:13:05,2024-03-29 10:38:05,2024-03-29 10:40:05,B11,1,2024-04-15 13:20:27
FL2043-276,JetBlue Airways,713,Airbus A320,SFO,ORD,2024-03-22 10:53:56,2024-03-22 10:40:56,2024-03-22 12:53:56,2024-03-22 13:31:56,C11,1,2024-01-24 11:05:01
FL1867-892,JetBlue Airways,136,Boeing 777,LAX,LAX,2024-05-21 01:36:32,2024-05-21 01:23:32,2024-05-21 03:36:32,2024-05-21 03:06:32,B9,1,2024-03-21 02:59:25
FL8633-664,JetBlue Airways,763,Boeing 737,SFO,ATL,2024-01-20 16:51:42,2024-01-20 17:35:42,2024-01-20 18:51:42,2024-01-20 18:12:42,A13,1,2024-07-10 10:03:29
FL3228-987,JetBlue Airways,499,Boeing 777,SFO,ORD,2024-03-29 01:48:40,2024-03-29 01:34:40,2024-03-29 03:48:40,2024-03-29 04:33:40,C12,4,2024-01-08 03:49:49
FL7803-110,JetBlue Airways,346,Airbus A320,JFK,ATL,2024-03-31 14:38:29,2024-03-31 14:12:29,2024-03-31 16:38:29,2024-03-31 17:04:29,C8,4,2024-05-14 01:18:29
FL1028-161,United Airlines,931,Airbus A380,SFO,ORD,2024-05-24 13:40:12,2024-05-24 13:01:12,2024-05-24 15:40:12,2024-05-24 15:57:12,B9,2,2024-05-20 03:05:22
FL6210-856,Delta Air Lines,654,Airbus A380,SFO,ATL,2024-01-02 22:48:20,2024-01-02 22:18:20,2024-01-03 00:48:20,2024-01-03 00:32:20,B11,4,2024-04-18 21:15:18
FL4121-674,Delta Air Lines,271,Boeing 777,SFO,ORD,2024-07-05 21:14:21,2024-07-05 20:57:21,2024-07-05 23:14:21,2024-07-05 23:27:21,A7,4,2024-04-15 00:18:34
FL6570-141,American Airlines,316,Airbus A320,ATL,ATL,2024-02-04 04:33:26,2024-02-04 04:57:26,2024-02-04 06:33:26,2024-02-04 05:59:26,B13,3,2024-06-14 05:08:24
FL6917-481,Delta Air Lines,848,Boeing 737,ORD,JFK,2024-04-11 23:28:06,2024-04-11 23:11:06,2024-04-12 01:28:06,2024-04-12 00:46:06,A7,2,2024-02-07 05:16:41
FL7601-135,JetBlue Airways,898,Boeing 737,SFO,LAX,2024-02-27 00:26:27,2024-02-27 00:46:27,2024-02-27 02:26:27,2024-02-27 02:42:27,A6,4,2024-06-12 09:45:23
FL2982-476,JetBlue Airways,481,Airbus A380,LAX,ORD,2024-07-11 22:54:53,2024-07-11 23:03:53,2024-07-12 00:54:53,2024-07-12 00:41:53,C13,4,2024-03-13 21:29:16
FL4260-175,American Airlines,194,Boeing 737,JFK,ORD,2024-01-16 23:45:56,2024-01-16 23:45:56,2024-01-17 01:45:56,2024-01-17 02:10:56,C3,4,2024-03-03 15:58:04
FL3228-191,American Airlines,939,Boeing 777,SFO,SFO,2024-07-07 00:59:42,2024-07-07 01:37:42,2024-07-07 02:59:42,2024-07-07 02:22:42,C2,2,2024-01-15 12:16:37
FL2027-571,United Airlines,907,Boeing 777,JFK,SFO,2024-07-06 14:45:02,2024-07-06 14:59:02,2024-07-06 16:45:02,2024-07-06 16:50:02,B11,2,2024-06-15 09:20:32
FL5011-688,JetBlue Airways,245,Airbus A320,ORD,JFK,2024-04-23 14:36:21,2024-04-23 13:51:21,2024-04-23 16:36:21,2024-04-23 16:40:21,B6,3,2024-04-23 07:26:52
FL2179-434,Southwest Airlines,326,Airbus A380,ORD,SFO,2024-03-01 02:22:41,2024-03-01 03:07:41,2024-03-01 04:22:41,2024-03-01 03:45:41,C9,3,2024-03-02 13:19:54
FL8475-831,American Airlines,763,Airbus A320,ORD,SFO,2024-05-09 02:28:32,2024-05-09 03:02:32,2024-05-09 04:28:32,2024-05-09 04:30:32,B11,3,2024-02-16 12:15:28
FL4517-452,Delta Air Lines,560,Boeing 777,LAX,ORD,2024-03-13 05:21:50,2024-03-13 05:01:50,2024-03-13 07:21:50,2024-03-13 07:55:50,B3,2,2024-02-15 08:38:47
FL8488-707,JetBlue Airways,460,Boeing 737,ORD,LAX,2024-07-03 21:49:14,2024-07-03 22:06:14,2024-07-03 23:49:14,2024-07-03 23:55:14,A8,2,2024-03-07 19:00:39
FL4501-633,Delta Air Lines,949,Airbus A320,ORD,LAX,2024-01-25 20:06:01,2024-01-25 20:23:01,2024-01-25 22:06:01,2024-01-25 22:10:01,C15,3,2024-03-18 02:04:05
FL4038-743,JetBlue Airways,545,Boeing 737,JFK,ATL,2024-04-14 15:10:00,2024-04-14 15:04:00,2024-04-14 17:10:00,2024-04-14 17:25:00,C5,2,2024-06-23 02:16:53
FL1949-835,JetBlue Airways,785,Boeing 777,ATL,ATL,2024-06-12 11:46:39,2024-06-12 11:10:39,2024-06-12 13:46:39,2024-06-12 13:40:39,A7,4,2024-01-26 18:18:47
FL8192-139,JetBlue Airways,921,Airbus A320,JFK,LAX,2024-04-19 05:44:16,2024-04-19 06:27:16,2024-04-19 07:44:16,2024-04-19 08:18:16,A9,4,2024-02-16 15:54:59
FL2950-731,Delta Air Lines,898,Airbus A320,SFO,SFO,2024-02-03 11:26:19,2024-02-03 12:09:19,2024-02-03 13:26:19,2024-02-03 13:12:19,A4,3,2024-04-02 16:02:00
FL8065-416,American Airlines,880,Boeing 777,LAX,ORD,2024-06-20 01:56:41,2024-06-20 02:17:41,2024-06-20 03:56:41,2024-06-20 03:23:41,C13,4,2024-02-15 13:19:49
FL5172-956,Delta Air Lines,128,Boeing 737,ATL,ATL,2024-01-04 20:45:35,2024-01-04 20:28:35,2024-01-04 22:45:35,2024-01-04 23:00:35,C12,1,2024-05-30 12:55:53
FL1205-969,JetBlue Airways,436,Boeing 737,SFO,LAX,2024-02-02 23:09:01,2024-02-02 23:51:01,2024-02-03 01:09:01,2024-02-03 01:27:01,A15,3,2024-04-30 23:40:56
FL2372-681,JetBlue Airways,803,Airbus A320,ORD,LAX,2024-01-14 22:39:09,2024-01-14 22:10:09,2024-01-15 00:39:09,2024-01-15 01:21:09,B2,4,2024-03-05 06:44:22
FL4444-702,American Airlines,790,Boeing 737,LAX,SFO,2024-06-10 20:32:20,2024-06-10 21:16:20,2024-06-10 22:32:20,2024-06-10 22:43:20,A6,4,2024-07-04 06:44:17
FL5933-880,Southwest Airlines,336,Airbus A320,SFO,ATL,2024-06-12 19:27:37,2024-06-12 18:47:37,2024-06-12 21:27:37,2024-06-12 21:52:37,C11,2,2024-05-21 16:38:03
FL5112-589,Southwest Airlines,936,Boeing 737,JFK,ORD,2024-04-07 10:09:42,2024-04-07 09:25:42,2024-04-07 12:09:42,2024-04-07 12:31:42,B13,2,2024-02-16 23:17:46
FL9503-134,Delta Air Lines,335,Boeing 777,JFK,ATL,2024-04-20 19:01:11,2024-04-20 19:30:11,2024-04-20 21:01:11,2024-04-20 21:03:11,B3,1,2024-06-12 01:06:07
FL5301-834,United Airlines,607,Boeing 737,ORD,JFK,2024-06-13 18:54:26,2024-06-13 19:23:26,2024-06-13 20:54:26,2024-06-13 20:43:26,A1,3,2024-02-10 14:56:59
FL8581-387,United Airlines,143,Boeing 737,SFO,ORD,2024-07-06 01:06:32,2024-07-06 00:31:32,2024-07-06 03:06:32,2024-07-06 02:40:32,B8,1,2024-04-16 17:40:56
FL7886-186,JetBlue Airways,227,Boeing 737,ATL,JFK,2024-02-26 09:42:31,2024-02-26 09:32:31,2024-02-26 11:42:31,2024-02-26 12:11:31,A10,1,2024-03-16 00:21:50
FL6124-944,JetBlue Airways,428,Boeing 777,LAX,LAX,2024-06-30 00:31:15,2024-06-30 00:00:15,2024-06-30 02:31:15,2024-06-30 01:51:15,A7,4,2024-07-09 09:23:40
FL8724-919,Southwest Airlines,929,Airbus A320,SFO,SFO,2024-05-23 18:13:44,2024-05-23 17:49:44,2024-05-23 20:13:44,2024-05-23 20:11:44,B3,4,2024-02-26 08:20:15
FL8156-226,Delta Air Lines,616,Boeing 737,SFO,ORD,2024-06-15 04:52:26,2024-06-15 04:59:26,2024-06-15 06:52:26,2024-06-15 06:26:26,A12,3,2024-06-18 19:48:15
FL5028-723,United Airlines,634,Airbus A380,ORD,JFK,2024-04-21 23:00:41,2024-04-21 22:23:41,2024-04-22 01:00:41,2024-04-22 01:32:41,B3,2,2024-02-23 08:48:11
FL6230-858,American Airlines,518,Boeing 737,ORD,ATL,2024-03-20 03:28:01,2024-03-20 03:54:01,2024-03-20 05:28:01,2024-03-20 05:00:01,B1,3,2024-04-24 16:00:35
FL9546-814,United Airlines,758,Airbus A320,JFK,SFO,2024-04-07 15:00:41,2024-04-07 15:44:41,2024-04-07 17:00:41,2024-04-07 17:28:41,B12,3,2024-04-21 13:32:09
FL1663-214,Southwest Airlines,570,Airbus A380,SFO,LAX,2024-04-06 16:15:52,2024-04-06 16:59:52,2024-04-06 18:15:52,2024-04-06 17:42:52,B15,4,2024-03-11 05:01:53
FL6438-960,Southwest Airlines,393,Airbus A320,SFO,JFK,2024-05-30 17:22:30,2024-05-30 16:47:30,2024-05-30 19:22:30,2024-05-30 18:49:30,A6,4,2024-03-02 13:18:13
FL7777-573,American Airlines,394,Airbus A380,ORD,JFK,2024-01-23 00:36:39,2024-01-23 00:33:39,2024-01-23 02:36:39,2024-01-23 02:56:39,A4,1,2024-01-18 08:24:49
FL4991-442,American Airlines,449,Airbus A320,JFK,SFO,2024-07-09 18:04:35,2024-07-09 18:32:35,2024-07-09 20:04:35,2024-07-09 20:14:35,B4,1,2024-06-17 15:55:08
FL9744-590,Delta Air Lines,863,Airbus A380,SFO,ATL,2024-03-28 05:50:23,2024-03-28 06:02:23,2024-03-28 07:50:23,2024-03-28 07:08:23,A1,1,2024-06-09 23:45:07
FL7258-485,Delta Air Lines,789,Boeing 737,SFO,ORD,2024-02-13 07:52:26,2024-02-13 08:35:26,2024-02-13 09:52:26,2024-02-13 09:08:26,A5,2,2024-01-13 05:38:14
FL2959-596,American Airlines,679,Airbus A380,ORD,SFO,2024-06-05 05:21:14,2024-06-05 05:41:14,2024-06-05 07:21:14,2024-06-05 07:15:14,B12,3,2024-06-29 06:09:53
FL1691-802,American Airlines,800,Airbus A320,ORD,SFO,2024-01-07 12:53:47,2024-01-07 12:31:47,2024-01-07 14:53:47,2024-01-07 14:50:47,B1,4,2024-06-11 17:59:30
FL9083-777,JetBlue Airways,646,Airbus A320,JFK,SFO,2024-03-13 08:17:01,2024-03-13 08:33:01,2024-03-13 10:17:01,2024-03-13 10:26:01,A4,3,2024-03-16 07:56:17
FL1370-131,Southwest Airlines,514,Airbus A380,JFK,LAX,2024-06-01 05:31:49,2024-06-01 05:03:49,2024-06-01 07:31:49,2024-06-01 07:21:49,B3,2,2024-02-23 09:47:27
FL6481-148,Delta Air Lines,173,Airbus A320,ORD,JFK,2024-05-01 23:07:09,2024-05-01 23:24:09,2024-05-02 01:07:09,2024-05-02 01:06:09,B10,1,2024-06-08 18:09:10
FL6689-407,Southwest Airlines,908,Airbus A380,JFK,ORD,2024-03-20 08:07:36,2024-03-20 08:18:36,2024-03-20 10:07:36,2024-03-20 10:40:36,B9,2,2024-02-04 23:45:32
FL5138-156,Delta Air Lines,616,Boeing 777,JFK,ATL,2024-04-11 22:43:10,2024-04-11 22:05:10,2024-04-12 00:43:10,2024-04-12 00:12:10,C5,1,2024-03-23 16:53:43
FL9542-891,Southwest Airlines,522,Boeing 777,ORD,JFK,2024-01-10 10:12:28,2024-01-10 10:17:28,2024-01-10 12:12:28,2024-01-10 11:43:28,B2,4,2024-05-26 02:49:48
FL1774-892,JetBlue Airways,228,Boeing 777,LAX,SFO,2024-04-01 19:30:14,2024-04-01 19:35:14,2024-04-01 21:30:14,2024-04-01 21:03:14,C5,1,2024-04-20 00:43:39
FL7408-230,JetBlue Airways,166,Boeing 777,SFO,LAX,2024-05-30 04:33:12,2024-05-30 04:04:12,2024-05-30 06:33:12,2024-05-30 06:14:12,B9,4,2024-04-15 11:36:27
FL1883-705,United Airlines,453,Airbus A380,JFK,ATL,2024-06-20 16:13:04,2024-06-20 16:03:04,2024-06-20 18:13:04,2024-06-20 19:10:04,C8,1,2024-05-06 22:36:58
FL7616-747,Delta Air Lines,445,Airbus A380,ATL,ORD,2024-01-12 08:52:57,2024-01-12 09:23:57,2024-01-12 10:52:57,2024-01-12 11:19:57,C12,2,2024-02-17 15:08:10
FL1514-441,Delta Air Lines,861,Boeing 777,JFK,ORD,2024-04-11 12:19:31,2024-04-11 11:51:31,2024-04-11 14:19:31,2024-04-11 13:48:31,C9,2,2024-03-09 18:05:44
FL7984-859,American Airlines,863,Airbus A380,LAX,SFO,2024-05-21 22:52:36,2024-05-21 23:19:36,2024-05-22 00:52:36,2024-05-22 00:26:36,B14,3,2024-03-01 07:56:23
FL1943-262,Southwest Airlines,843,Boeing 737,JFK,ORD,2024-05-05 00:18:30,2024-05-04 23:38:30,2024-05-05 02:18:30,2024-05-05 01:20:30,A8,2,2024-02-28 20:08:07
FL3216-926,United Airlines,597,Airbus A320,JFK,ORD,2024-01-28 18:37:41,2024-01-28 18:41:41,2024-01-28 20:37:41,2024-01-28 21:19:41,A4,4,2024-06-05 20:46:00
FL8371-500,United Airlines,730,Airbus A380,ATL,JFK,2024-04-20 17:17:47,2024-04-20 17:27:47,2024-04-20 19:17:47,2024-04-20 19:26:47,B2,4,2024-02-04 23:36:04
FL9405-975,Southwest Airlines,251,Boeing 777,SFO,LAX,2024-06-07 18:59:17,2024-06-07 19:15:17,2024-06-07 20:59:17,2024-06-07 20:43:17,C9,2,2024-05-20 23:45:46
FL4835-562,United Airlines,964,Boeing 737,JFK,ORD,2024-01-09 15:42:41,2024-01-09 16:23:41,2024-01-09 17:42:41,2024-01-09 17:01:41,C5,2,2024-01-20 10:27:13
FL5411-400,United Airlines,971,Airbus A380,LAX,ATL,2024-03-07 15:47:50,2024-03-07 15:45:50,2024-03-07 17:47:50,2024-03-07 17:42:50,A3,3,2024-06-03 10:57:53
FL6070-689,Southwest Airlines,413,Airbus A320,SFO,SFO,2024-02-11 19:08:13,2024-02-11 18:56:13,2024-02-11 21:08:13,2024-02-11 20:15:13,A6,3,2024-02-20 13:06:45
FL8015-212,United Airlines,312,Boeing 777,LAX,JFK,2024-04-08 16:36:31,2024-04-08 16:47:31,2024-04-08 18:36:31,2024-04-08 18:06:31,B6,2,2024-04-06 21:06:11
FL1968-918,American Airlines,336,Airbus A380,ORD,JFK,2024-04-28 09:59:53,2024-04-28 10:28:53,2024-04-28 11:59:53,2024-04-28 11:58:53,C2,1,2024-03-21 15:59:16
FL5625-571,American Airlines,220,Airbus A380,ORD,LAX,2024-01-12 22:40:45,2024-01-12 22:02:45,2024-01-13 00:40:45,2024-01-13 00:45:45,B6,1,2024-05-18 20:20:46
FL1007-519,American Airlines,464,Airbus A380,ORD,ATL,2024-05-28 18:44:31,2024-05-28 19:13:31,2024-05-28 20:44:31,2024-05-28 20:35:31,B6,1,2024-02-17 16:33:57
FL5242-326,United Airlines,360,Boeing 777,JFK,ATL,2024-06-30 12:27:22,2024-06-30 12:31:22,2024-06-30 14:27:22,2024-06-30 14:15:22,A5,2,2024-02-06 11:33:51
FL9245-428,American Airlines,602,Airbus A320,LAX,SFO,2024-05-02 13:28:21,2024-05-02 13:57:21,2024-05-02 15:28:21,2024-05-02 15:43:21,B2,4,2024-05-17 17:46:08
FL5194-523,Southwest Airlines,818,Boeing 777,ORD,ATL,2024-04-23 12:46:07,2024-04-23 12:15:07,2024-04-23 14:46:07,2024-04-23 15:10:07,A15,4,2024-02-17 23:41:39
FL7873-140,JetBlue Airways,565,Airbus A320,JFK,LAX,2024-03-18 07:52:48,2024-03-18 07:51:48,2024-03-18 09:52:48,2024-03-18 09:54:48,A5,4,2024-03-04 01:30:23
FL5982-510,United Airlines,265,Airbus A380,JFK,ATL,2024-04-01 15:42:08,2024-04-01 15:28:08,2024-04-01 17:42:08,2024-04-01 17:01:08,A3,4,2024-06-05 06:54:36
FL1656-956,JetBlue Airways,414,Boeing 777,JFK,LAX,2024-07-03 20:52:38,2024-07-03 20:10:38,2024-07-03 22:52:38,2024-07-03 23:12:38,A12,2,2024-03-01 22:46:24
FL6726-304,American Airlines,974,Airbus A380,ATL,ATL,2024-03-28 12:26:59,2024-03-28 12:55:59,2024-03-28 14:26:59,2024-03-28 14:40:59,C5,1,2024-07-04 16:52:47
FL6330-348,JetBlue Airways,141,Boeing 777,LAX,ATL,2024-03-13 19:11:55,2024-03-13 18:47:55,2024-03-13 21:11:55,2024-03-13 21:00:55,C9,3,2024-06-09 11:57:14
FL7613-311,United Airlines,275,Airbus A320,LAX,ATL,2024-03-19 19:04:11,2024-03-19 18:32:11,2024-03-19 21:04:11,2024-03-19 20:56:11,C13,3,2024-02-29 18:11:40
FL1172-374,JetBlue Airways,993,Boeing 777,ORD,LAX,2024-02-12 07:00:27,2024-02-12 06:37:27,2024-02-12 09:00:27,2024-02-12 09:27:27,C1,3,2024-03-22 09:56:37
FL2912-617,Southwest Airlines,795,Boeing 737,SFO,SFO,2024-06-18 13:05:51,2024-06-18 13:35:51,2024-06-18 15:05:51,2024-06-18 14:47:51,C6,3,2024-06-24 03:05:01
FL4574-111,American Airlines,252,Airbus A320,LAX,ATL,2024-05-12 00:35:38,2024-05-12 00:45:38,2024-05-12 02:35:38,2024-05-12 03:00:38,C1,3,2024-03-09 04:44:24
FL5048-346,Delta Air Lines,449,Boeing 777,ATL,ORD,2024-05-11 21:43:05,2024-05-11 21:15:05,2024-05-11 23:43:05,2024-05-11 23:07:05,B1,2,2024-04-12 08:41:58
FL8538-333,Southwest Airlines,969,Airbus A380,LAX,JFK,2024-06-03 01:27:00,2024-06-03 01:46:00,2024-06-03 03:27:00,2024-06-03 03:00:00,A10,4,2024-02-01 00:28:31
FL6632-609,Delta Air Lines,158,Boeing 777,LAX,ATL,2024-01-07 16:11:26,2024-01-07 15:35:26,2024-01-07 18:11:26,2024-01-07 17:46:26,A4,4,2024-07-03 19:03:32
FL1231-405,American Airlines,448,Airbus A320,ORD,JFK,2024-06-08 02:58:30,2024-06-08 03:28:30,2024-06-08 04:58:30,2024-06-08 05:35:30,A10,2,2024-04-03 01:07:01
FL4724-308,Southwest Airlines,247,Airbus A380,LAX,ATL,2024-01-02 06:37:08,2024-01-02 07:20:08,2024-01-02 08:37:08,2024-01-02 07:57:08,B8,4,2024-05-06 10:30:32
FL1472-228,American Airlines,235,Airbus A320,SFO,JFK,2024-02-20 19:36:09,2024-02-20 19:42:09,2024-02-20 21:36:09,2024-02-20 21:40:09,C14,3,2024-02-19 05:58:58
FL6368-546,Delta Air Lines,243,Airbus A380,ORD,LAX,2024-01-01 02:41:41,2024-01-01 03:13:41,2024-01-01 04:41:41,2024-01-01 05:02:41,B5,1,2024-02-27 03:36:40
FL6491-808,American Airlines,965,Boeing 737,SFO,ORD,2024-01-17 20:36:01,2024-01-17 21:05:01,2024-01-17 22:36:01,2024-01-17 22:30:01,B9,2,2024-06-25 21:43:41
