flight_id,passenger_count,seat_occupancy,customer_satisfaction,catering_score,entertainment_score,cabin_crew_score
FL9899-368,274,0.9,5,4,4,3
FL8124-645,169,0.95,4,3,3,3
FL6657-971,191,0.91,4,3,4,5
FL8889-333,276,0.99,4,4,3,3
FL3304-531,296,0.99,4,3,4,3
FL9556-766,203,0.96,5,4,4,4
FL8282-439,219,0.94,5,5,5,3
FL3372-221,176,0.91,4,4,5,5
FL3204-926,203,0.99,5,5,5,3
FL7625-710,184,0.95,5,3,5,3
FL6982-544,179,0.9,4,4,3,4
FL6976-697,282,0.96,4,5,5,4
FL3476-527,236,0.92,5,5,3,4
FL8767-966,254,0.93,4,3,3,4
FL2713-255,292,0.98,5,5,4,3
FL8194-438,153,0.98,3,3,3,5
FL6640-907,173,0.97,3,5,5,4
FL7116-361,259,0.97,5,5,5,5
FL9843-969,222,0.99,4,4,3,3
FL3700-743,200,1.0,3,5,3,4
FL2494-309,201,0.98,5,5,3,5
FL8627-733,217,0.93,4,5,3,5
FL8174-766,265,0.92,4,5,4,5
FL5038-299,198,0.93,3,4,4,3
FL8566-165,290,0.96,5,3,5,3
FL8806-304,200,0.99,3,4,3,4
FL7978-634,155,0.92,5,3,4,4
FL8939-265,222,0.95,3,4,5,4
FL8301-231,230,0.95,4,4,3,3
FL6845-443,268,1.0,5,5,4,4
FL1898-412,285,0.92,4,3,5,5
FL5393-265,166,0.95,3,4,3,5
FL3479-182,268,0.91,3,4,4,5
FL9180-529,174,0.97,4,3,3,3
FL9619-214,248,0.94,5,4,4,3
FL3596-743,180,0.97,5,4,5,5
FL2062-881,198,0.9,3,5,4,5
FL1657-345,240,0.98,3,4,4,5
FL2071-361,232,0.96,4,5,3,5
FL4875-488,185,0.99,4,3,3,4
FL6241-785,150,0.96,4,3,3,3
FL4821-685,158,0.93,4,4,4,3
FL6738-569,286,0.94,5,3,5,5
FL4973-524,234,0.9,4,3,3,3
FL6263-345,223,0.98,4,5,4,3
FL1383-853,283,0.92,4,3,5,5
FL7042-309,231,0.96,5,3,5,3
FL1722-337,292,0.93,4,5,4,3
FL6005-892,156,0.92,3,3,4,5
FL7933-415,260,0.9,4,3,4,3
FL1903-823,150,0.9,5,5,3,3
FL5492-679,266,0.96,4,4,3,4
FL3710-151,267,0.9,3,5,3,5
FL6451-179,281,0.97,4,5,3,4
FL3620-922,246,0.94,3,5,5,5
FL2611-951,204,0.95,5,5,3,3
FL6684-539,183,0.95,4,4,4,4
FL7091-822,212,0.91,5,3,4,4
FL6684-958,176,1.0,4,3,3,3
FL7750-646,243,0.96,3,3,3,4
FL5471-993,279,0.91,4,5,3,5
FL9515-695,259,0.92,3,4,4,5
FL9045-221,219,0.98,3,5,4,5
FL4995-527,155,0.94,3,3,5,4
FL9495-966,295,0.92,5,5,5,3
FL1737-504,274,0.94,5,4,3,4
FL5650-606,173,0.92,3,5,3,3
FL2503-838,196,0.98,4,5,5,3
FL4937-776,199,0.91,4,3,5,5
FL7374-675,198,0.97,4,4,3,3
FL4811-727,156,0.9,3,3,5,4
FL7521-185,161,0.98,5,4,3,5
FL4596-509,152,0.9,3,4,4,5
FL5887-271,240,0.99,4,5,3,5
FL1394-569,241,0.96,5,4,3,4
FL5872-929,276,0.98,3,4,5,4
FL2127-831,198,0.97,5,3,4,3
FL5829-643,274,0.91,5,5,4,4
FL6505-140,278,0.99,3,4,4,5
FL9679-358,269,0.92,3,5,3,4
FL5659-691,261,0.94,5,3,5,4
FL7746-580,237,0.93,5,3,4,3
FL3818-566,285,0.94,5,5,5,4
FL8827-502,220,1.0,5,3,5,4
FL6070-148,201,0.99,4,4,4,4
FL9829-697,219,0.92,5,4,4,3
FL2927-888,160,1.0,3,3,4,5
FL6222-715,180,0.91,4,5,3,4
FL5686-251,206,0.9,3,4,4,4
FL8716-267,248,1.0,3,5,5,3
FL9821-376,234,0.99,5,3,3,5
FL6229-957,156,0.96,5,4,5,3
FL2877-638,260,0.94,3,5,5,3
FL5024-898,235,0.99,5,5,3,5
FL6684-993,300,0.95,4,4,3,5
FL4974-591,221,0.97,3,4,3,5
FL3434-208,269,0.99,4,3,5,4
FL9910-584,244,0.94,4,5,5,3
FL4322-786,184,0.95,3,4,5,4
FL7586-364,211,0.97,4,3,5,5
FL6342-261,203,0.97,3,4,5,3
FL3309-879,233,0.94,3,5,4,5
FL1169-179,229,0.97,4,5,4,4
FL5602-742,190,0.99,4,5,4,3
FL3922-918,227,1.0,3,4,3,3
FL3085-815,235,0.93,4,4,4,4
FL1290-216,205,0.91,4,3,3,3
FL3809-378,295,0.96,3,5,5,4
FL5784-807,165,0.92,5,4,3,5
FL1408-149,220,0.97,5,3,3,5
FL9703-719,294,0.97,5,4,3,3
FL3721-353,245,1.0,5,4,3,3
FL2575-818,190,0.91,3,4,3,4
FL7759-289,199,0.96,4,5,5,5
FL8963-508,192,0.92,3,3,3,5
FL6700-714,198,0.9,3,4,4,5
FL2455-583,299,1.0,4,4,5,3
FL4963-950,276,0.94,5,3,5,3
FL2214-648,201,0.9,5,3,5,5
FL7028-906,259,0.97,4,4,3,5
FL1456-951,269,0.94,4,4,3,3
FL5716-934,271,0.95,5,5,5,5
FL5019-118,166,0.91,4,4,4,4
FL1939-488,219,1.0,5,4,5,3
FL5806-969,244,0.9,5,5,5,3
FL9530-283,202,1.0,4,4,4,5
FL3431-180,241,0.95,5,3,5,3
FL8211-237,256,0.99,5,4,3,4
FL1444-529,300,0.95,3,3,5,3
FL6003-846,164,0.98,5,4,5,4
FL8484-892,152,0.9,4,5,3,3
FL7473-949,291,0.96,3,3,3,4
FL5538-347,270,0.91,4,5,4,5
FL9874-863,293,0.93,4,3,3,4
FL4960-928,271,0.93,4,5,4,5
FL3023-104,177,0.9,5,5,4,3
FL9410-795,196,0.94,4,4,5,4
FL4019-545,252,0.9,3,3,5,5
FL4177-306,265,0.91,5,3,4,5
FL1132-142,241,0.98,3,5,5,4
FL2147-147,259,0.94,5,3,3,4
FL6018-414,187,1.0,5,5,4,5
FL4638-339,242,0.99,5,4,4,4
FL5092-700,209,0.91,5,4,3,3
FL1038-301,205,0.95,4,4,5,5
FL4655-757,217,0.96,5,5,4,4
FL7728-810,173,0.99,4,5,4,3
FL2583-858,207,0.98,5,3,4,5
FL5688-148,196,0.93,5,3,5,5
FL4744-812,273,0.99,3,4,4,5
FL1131-371,208,0.96,4,5,4,3
FL7214-950,291,0.92,4,5,4,5
FL2041-183,185,0.94,5,5,5,5
FL2291-299,155,0.91,5,3,5,5
FL8668-197,252,0.95,4,3,3,5
FL6129-723,173,0.9,4,4,5,3
FL8592-385,153,0.98,5,3,4,5
FL1414-688,214,0.91,4,5,3,3
FL2251-715,258,0.94,5,4,5,5
FL6081-886,246,0.95,4,3,3,4
FL3859-762,216,0.92,5,5,3,5
FL2005-845,220,0.96,5,4,3,4
FL5526-860,283,1.0,4,5,5,3
FL5314-662,180,1.0,3,4,3,4
FL4300-131,281,0.99,5,3,5,3
FL2138-657,218,0.97,4,3,5,3
FL5194-446,227,0.99,4,5,5,5
FL8596-122,181,0.95,5,5,3,4
FL8465-792,293,1.0,4,5,3,4
FL5090-740,298,0.9,3,5,5,3
FL3089-605,282,0.93,3,3,3,4
FL2323-196,175,0.96,5,5,5,5
FL7025-149,160,0.93,4,5,4,3
FL5087-336,258,0.93,5,3,3,4
FL7441-933,280,0.93,4,3,5,4
FL6983-558,193,0.9,3,3,4,3
FL6803-638,297,0.96,3,4,4,3
FL1731-796,240,0.94,4,5,4,4
FL2833-698,292,0.94,5,3,3,4
FL1057-227,262,0.92,4,4,5,5
FL4835-249,245,1.0,4,4,5,4
FL5927-732,236,0.9,5,4,4,4
FL7105-591,187,0.98,4,5,4,3
FL5778-726,200,0.92,5,3,4,3
FL1206-736,185,0.94,3,5,4,4
FL8853-243,180,0.93,5,4,3,3
FL5402-690,257,0.94,5,4,3,4
FL7345-254,245,0.93,4,5,5,5
FL3697-895,175,0.92,4,3,4,5
FL8777-771,201,0.92,3,3,3,3
FL3044-249,250,0.92,4,4,4,3
FL2345-257,293,0.92,3,3,3,3
FL2956-871,201,0.91,5,3,5,5
FL8723-672,295,0.98,4,4,4,4
FL5391-989,250,0.92,4,4,3,5
FL1395-570,241,0.98,4,3,3,4
FL4150-516,295,0.98,5,5,3,3
FL5259-633,218,0.9,3,4,4,4
FL7718-307,247,0.97,3,5,5,4
FL7145-257,292,0.94,3,4,5,5
FL3691-932,244,0.91,3,5,4,3
FL9798-132,179,0.92,3,4,3,4
FL5493-959,269,1.0,5,3,4,5
FL2679-379,287,0.9,3,5,5,5
FL7011-305,215,0.99,3,5,4,3
FL8204-435,196,0.99,3,4,5,5
FL5254-540,247,0.9,5,4,4,5
FL6677-745,193,0.9,3,4,4,5
FL5286-222,173,0.92,5,3,5,3
FL9393-825,265,0.93,5,4,4,3
FL4690-329,291,0.96,5,4,4,5
FL4483-175,194,0.93,5,3,4,5
FL1004-893,260,0.99,5,5,4,3
FL1295-954,232,0.93,5,4,5,5
FL7489-212,294,0.93,4,5,5,3
FL2483-786,172,0.96,4,5,3,4
FL9379-804,263,0.91,3,4,4,4
FL1255-891,211,1.0,5,3,5,5
FL9432-784,247,1.0,3,5,5,3
FL6350-933,241,0.94,5,4,5,4
FL3199-108,210,0.94,4,4,3,5
FL4836-681,224,0.99,3,5,4,3
FL6123-836,259,0.92,3,3,4,5
FL5145-847,239,0.92,5,5,4,3
FL6992-256,157,0.96,3,4,3,4
FL8379-573,208,0.99,5,3,3,5
FL8101-643,261,0.99,3,4,5,5
FL8636-441,201,0.91,3,5,5,3
FL4063-927,282,0.99,4,3,4,5
FL6043-939,287,0.97,4,4,3,4
FL4575-926,300,0.93,5,3,5,5
FL2314-248,161,1.0,4,4,3,4
FL8850-680,164,0.91,4,3,5,5
FL3663-242,155,0.93,3,3,4,5
FL1760-114,247,0.92,5,5,3,3
FL4812-362,288,0.97,4,3,5,5
FL9577-437,251,0.93,4,3,4,5
FL1118-687,255,0.95,4,4,4,3
FL3956-193,174,0.91,5,3,4,4
FL3730-295,173,1.0,4,5,3,3
FL9381-387,160,0.9,4,3,3,4
FL3679-733,257,0.97,4,5,4,5
FL9731-450,254,0.97,4,3,5,3
FL6709-346,269,0.93,4,4,3,4
FL6900-414,156,1.0,5,4,5,4
FL5292-281,233,0.95,5,3,5,4
FL7437-849,201,0.93,4,5,5,4
FL6352-705,167,0.91,3,3,4,4
FL2167-778,174,0.96,3,5,4,3
FL5234-266,260,1.0,4,4,5,3
FL3945-893,244,0.95,5,4,5,4
FL1032-792,219,0.98,5,4,5,5
FL7589-868,255,0.99,4,5,4,3
FL3187-609,243,0.97,5,4,3,3
FL6578-750,242,0.95,5,4,3,4
FL2605-923,279,1.0,3,3,5,3
FL6386-165,291,0.93,3,5,4,4
FL6065-214,235,0.94,3,3,3,4
FL9477-171,223,0.93,3,5,5,5
FL4318-659,269,0.92,4,3,5,4
FL4309-727,245,1.0,3,4,5,3
FL7504-482,208,0.94,3,5,5,3
FL7868-804,282,0.98,4,3,4,4
FL8707-598,197,0.94,4,5,5,4
FL3098-271,259,0.98,5,5,5,5
FL7855-164,171,0.93,5,3,3,5
FL1021-420,187,0.99,4,3,3,5
FL4280-570,275,0.93,3,5,3,4
FL9102-846,224,0.97,4,4,3,4
FL9486-138,244,0.93,3,5,5,3
FL1652-738,298,0.99,5,4,4,3
FL6583-887,252,0.99,3,5,4,4
FL9101-781,161,0.92,5,3,4,4
FL6825-868,184,0.94,3,3,5,5
FL1264-810,230,0.91,4,4,5,4
FL8274-886,222,0.92,4,5,4,5
FL7630-397,187,0.97,5,4,4,5
FL9690-198,204,0.92,5,3,3,3
FL8444-489,189,1.0,5,3,4,5
FL3142-359,202,0.99,3,5,3,4
FL3300-853,270,0.92,3,3,3,5
FL3354-254,270,0.99,5,4,3,3
FL6876-172,174,0.91,3,4,3,3
FL9150-957,243,0.96,4,3,4,4
FL1708-628,164,0.95,4,4,4,3
FL1939-273,183,1.0,3,5,5,4
FL6030-128,244,1.0,3,4,4,3
FL2644-976,290,0.9,4,4,3,4
FL8994-701,219,0.9,4,5,5,5
FL9307-735,201,0.92,5,4,3,5
FL1600-359,156,1.0,3,3,3,4
FL3898-359,182,0.92,4,3,5,3
FL7742-124,160,0.9,5,4,5,4
FL1665-539,197,0.95,4,4,4,4
FL5002-622,153,0.97,3,5,3,5
FL2566-469,159,0.96,4,3,3,4
FL7885-474,185,0.93,4,3,3,5
FL3282-712,226,0.9,4,4,5,3
FL2175-990,292,0.96,5,3,3,4
FL3036-597,176,1.0,3,4,4,3
FL2350-214,165,0.93,4,4,4,5
FL4535-834,285,0.95,4,5,3,3
FL7193-701,281,0.96,3,4,5,5
FL4647-209,182,0.95,3,4,3,4
FL5411-308,210,0.94,4,4,3,5
FL1539-545,294,0.93,3,3,4,5
FL2508-882,268,1.0,5,5,4,5
FL6194-364,196,0.94,3,3,5,3
FL8229-641,197,0.98,3,4,3,3
FL6863-924,200,0.9,3,3,4,3
FL8303-696,221,0.92,3,3,4,5
FL8191-312,298,0.94,4,5,3,4
FL1470-984,200,0.9,5,3,4,3
FL4132-676,181,0.92,4,5,3,5
FL1185-658,200,0.9,3,5,4,5
FL6699-706,297,0.99,3,5,5,4
FL1692-311,225,1.0,5,4,4,4
FL4506-643,234,0.97,4,4,3,5
FL7425-195,174,0.91,5,5,3,3
FL2581-814,266,0.97,4,3,3,5
FL2250-757,201,0.94,4,5,5,4
FL9228-787,296,0.96,4,3,3,4
FL2067-154,235,0.96,4,3,5,3
FL1093-783,213,0.97,4,5,3,4
FL2471-524,181,0.94,5,4,4,4
FL8409-799,220,0.97,3,5,4,3
FL3450-237,201,0.94,5,3,5,5
FL7589-658,173,0.91,4,3,4,4
FL3781-530,248,0.92,4,3,3,3
FL3997-236,240,0.97,3,3,5,3
FL1372-428,276,0.97,4,4,5,3
FL5275-681,256,0.96,3,5,4,4
FL7615-280,186,0.91,5,3,5,5
FL9008-918,216,0.91,3,4,5,4
FL4311-948,246,0.98,3,4,5,3
FL1533-204,157,0.98,3,3,3,3
FL3834-390,269,0.99,5,3,4,5
FL2892-969,222,0.92,4,5,4,4
FL9256-647,258,0.91,3,5,4,3
FL2602-934,253,0.9,3,5,4,4
FL1078-490,267,0.91,5,3,4,3
FL8533-291,224,0.9,4,5,3,4
FL2454-602,269,0.94,5,3,5,3
FL9826-939,229,0.98,5,3,4,5
FL1537-244,248,0.96,4,5,5,4
FL5452-731,238,0.93,5,4,4,4
FL1532-391,173,0.94,5,4,5,5
FL1258-186,188,0.9,5,3,4,4
FL4452-873,264,0.97,4,4,3,5
FL5953-441,159,0.94,5,3,3,5
FL3373-373,229,0.96,3,5,4,5
FL8937-356,270,0.92,4,5,3,3
FL2574-975,269,0.98,4,5,4,4
FL4098-436,249,0.96,4,3,3,4
FL1672-571,275,0.98,5,3,4,4
FL5303-341,248,0.96,5,5,3,4
FL4935-164,257,0.95,5,5,5,5
FL8085-236,201,0.99,4,3,4,4
FL9582-108,184,0.9,5,5,4,4
FL3506-506,290,0.9,3,5,4,3
FL8033-502,261,0.96,3,4,5,5
FL7807-479,198,1.0,5,3,4,3
FL6493-712,235,0.91,4,3,4,4
FL8349-758,238,0.93,5,3,4,4
FL5462-515,196,0.93,4,5,5,5
FL4549-578,161,0.97,5,3,5,4
FL1338-100,196,0.97,3,5,3,4
FL2648-666,300,1.0,3,3,4,3
FL2852-426,292,0.91,3,3,3,3
FL5459-660,162,0.91,5,3,3,5
FL3156-264,284,0.98,4,4,5,5
FL8925-997,202,0.9,4,3,5,3
FL5111-222,183,0.99,3,3,5,5
FL9432-524,184,0.98,4,5,3,5
FL6389-455,206,0.91,4,4,3,5
FL2578-543,237,0.95,5,3,5,5
FL7956-949,248,0.94,3,4,5,4
FL5051-145,271,0.98,4,3,3,3
FL2376-297,169,0.94,4,3,4,3
FL2701-461,268,1.0,5,3,4,3
FL1410-818,178,1.0,4,3,3,5
FL7334-344,260,0.97,4,4,4,3
FL8786-749,181,0.98,5,3,5,4
FL8507-599,280,1.0,5,5,3,5
FL5073-621,156,0.97,5,4,3,3
FL1354-462,235,0.97,5,3,4,5
FL2826-841,213,0.93,4,3,4,5
FL2369-141,286,0.97,4,3,5,3
FL8319-365,207,0.99,3,3,4,5
FL3524-357,203,0.95,5,3,3,5
FL1469-552,166,0.96,5,5,5,5
FL5087-474,220,0.98,5,3,3,5
FL1296-546,199,0.99,3,3,5,3
FL9068-194,259,0.97,4,4,4,4
FL7215-317,210,0.96,5,4,3,5
FL3708-820,175,0.99,4,4,3,3
FL8482-260,159,0.92,4,3,3,4
FL3360-812,257,0.97,3,4,5,3
FL4280-131,220,0.91,5,4,5,4
FL1687-709,217,0.95,5,4,3,5
FL6322-824,237,0.95,4,5,5,5
FL6087-727,294,0.92,3,5,4,3
FL4107-118,278,0.97,4,3,3,4
FL9604-944,199,0.99,4,4,3,3
FL1295-786,216,0.97,3,3,4,5
FL7874-807,225,0.96,5,4,3,3
FL8229-950,167,0.98,5,3,3,5
FL9061-172,279,0.92,5,3,4,3
FL2341-968,160,0.94,3,3,5,5
FL4728-783,194,0.94,4,4,5,3
FL6706-732,202,0.91,3,3,3,4
FL7870-765,248,0.91,4,4,5,5
FL3346-251,212,0.99,5,5,4,4
FL4565-404,172,0.93,3,5,3,4
FL6524-723,241,0.95,5,5,5,3
FL6634-890,290,0.99,5,4,3,5
FL9674-705,209,0.9,3,4,4,4
FL6247-777,236,0.94,4,3,3,5
FL4277-622,169,0.99,5,4,5,4
FL4799-549,196,0.94,3,3,5,3
FL4488-458,249,0.93,4,4,3,4
FL7088-227,200,0.97,3,3,5,5
FL7489-853,220,1.0,5,5,3,4
FL8252-800,200,0.92,4,5,4,5
FL6483-309,292,0.97,5,4,3,3
FL7851-398,167,0.94,4,5,5,4
FL5546-249,169,0.97,4,3,4,5
FL8523-537,285,0.99,5,5,5,3
FL9496-509,255,1.0,5,4,5,5
FL4084-480,280,0.97,5,5,3,4
FL3557-846,200,0.98,5,5,3,4
FL7178-550,293,0.94,4,5,3,3
FL1935-395,253,0.91,3,5,4,5
FL3975-140,240,0.9,5,5,4,3
FL1607-954,235,0.92,3,3,4,5
FL8565-667,172,0.97,4,3,3,5
FL8537-111,178,0.91,4,5,3,3
FL1291-189,243,0.98,5,5,5,4
FL4688-366,226,0.98,3,3,4,3
FL9595-326,274,0.92,4,4,3,4
FL9332-714,269,0.98,4,4,5,4
FL8176-202,249,0.9,3,5,5,4
FL6263-264,168,0.98,5,3,3,3
FL9739-674,170,0.97,4,4,4,3
FL3472-521,165,0.91,5,4,3,5
FL7210-136,196,0.99,3,4,5,4
FL6665-105,295,0.98,4,3,3,3
FL4923-689,213,0.9,5,3,5,5
FL7681-681,289,0.93,5,3,5,4
FL9438-718,239,0.93,5,4,3,5
FL1189-485,232,0.98,3,4,4,3
FL5238-270,218,0.92,3,5,4,5
FL1282-984,189,0.97,4,4,3,5
FL6932-201,185,0.99,5,4,5,5
FL8672-872,221,0.91,3,5,3,3
FL1986-844,172,0.99,4,3,5,4
FL2116-297,251,0.95,5,3,3,3
FL8224-273,176,0.99,4,4,3,5
FL2433-554,200,0.91,5,5,3,4
FL2304-457,188,0.97,3,4,5,3
FL5712-752,289,0.9,3,4,5,3
FL4761-357,236,0.94,5,4,5,5
FL9248-463,220,0.9,3,5,5,3
FL8165-255,216,0.96,3,3,4,3
FL4087-128,300,0.94,3,4,4,5
FL5868-585,233,0.95,3,4,3,3
FL1586-361,227,0.99,3,5,5,3
FL3766-760,230,0.95,5,5,4,3
FL2827-289,268,0.96,4,4,4,5
FL2467-254,218,0.98,5,3,3,4
FL8556-503,225,0.92,4,3,5,3
FL6358-815,170,0.95,3,5,3,3
FL6255-931,225,0.9,5,3,5,3
FL5120-888,294,0.92,4,3,3,5
FL8304-777,215,1.0,5,4,4,5
FL8493-105,194,0.92,3,5,3,3
FL6615-658,169,0.93,3,5,5,5
FL9343-425,292,0.98,4,4,3,4
FL2630-618,168,0.93,4,4,4,5
FL8423-333,174,0.99,5,4,4,3
FL2374-703,279,0.92,4,5,3,4
FL6417-282,179,1.0,5,5,5,3
FL7144-450,231,0.95,4,5,5,3
FL7901-331,281,0.97,3,4,4,3
FL6382-388,169,0.9,4,4,5,3
FL8012-875,265,0.96,3,4,4,5
FL1948-171,289,1.0,4,5,4,3
FL5554-877,167,0.95,4,3,3,3
FL3810-966,158,1.0,5,4,3,4
FL5853-780,229,0.98,5,3,4,5
FL1231-505,209,0.91,4,4,5,4
FL2250-596,259,0.95,3,4,4,3
FL4767-103,249,0.94,3,5,4,5
FL2206-246,245,0.99,3,3,5,4
FL3463-653,194,0.99,5,5,3,3
FL4886-243,197,0.95,5,3,5,4
FL7762-720,272,1.0,3,3,4,5
FL9996-212,190,0.98,5,5,3,5
FL8896-389,254,0.9,3,3,4,5
FL1368-898,183,0.99,4,3,5,3
FL3281-465,218,0.95,4,4,4,5
FL6106-857,297,0.95,5,5,3,4
FL4112-361,236,1.0,4,5,4,4
FL1478-381,206,0.94,3,4,5,5
FL6160-490,181,0.98,3,5,3,4
FL8310-816,292,0.9,3,3,3,5
FL3029-261,179,0.94,4,3,3,5
FL8235-987,175,0.95,3,4,3,4
FL2275-738,297,1.0,5,4,4,4
FL2371-325,225,0.93,3,5,5,4
FL6063-914,235,0.98,5,4,5,4
FL4274-442,264,0.95,5,4,4,4
FL8408-929,258,0.95,3,5,5,4
FL1008-614,261,0.9,4,3,5,5
FL7497-100,271,0.99,4,3,3,5
FL1774-624,198,0.9,4,3,3,4
FL3764-306,152,0.93,4,4,3,3
FL4066-555,220,0.96,4,3,3,5
FL7310-467,249,0.95,4,3,4,4
FL7073-331,256,0.97,5,3,3,4
FL2800-108,224,0.93,3,5,4,4
FL3868-599,237,0.9,3,4,3,4
FL6245-232,161,0.94,3,4,4,3
FL1325-336,194,0.99,3,5,4,3
FL7023-653,187,0.91,4,3,3,5
FL8078-791,263,0.98,5,3,4,3
FL4029-101,175,1.0,4,4,5,4
FL6320-744,234,0.99,3,4,5,4
FL2853-328,266,0.94,3,4,4,3
FL4679-257,197,0.9,5,4,4,4
FL1120-445,246,0.9,5,5,3,3
FL9721-602,288,0.93,3,4,4,3
FL4472-143,162,0.98,4,4,4,5
FL9947-642,233,0.92,5,4,5,3
FL5715-874,254,1.0,5,3,4,4
FL1314-361,242,0.98,4,3,5,4
FL6078-713,182,0.91,5,4,3,4
FL1027-248,285,0.95,5,4,4,4
FL8737-583,229,0.92,4,3,4,3
FL6041-539,215,0.94,4,4,5,4
FL7418-481,269,0.96,4,3,5,5
FL4634-747,282,0.93,4,3,3,5
FL4273-198,261,0.92,4,5,5,4
FL5398-250,172,0.98,3,5,3,5
FL8262-515,159,0.94,4,3,4,4
FL9920-681,178,0.99,3,5,4,5
FL7213-827,170,0.93,3,5,5,4
FL3399-748,236,0.99,4,3,3,5
FL3700-676,207,0.91,3,4,3,3
FL5778-558,244,0.94,5,3,3,5
FL5333-136,295,0.9,3,3,3,3
FL9730-949,281,0.91,5,5,5,5
FL4393-636,193,0.96,5,3,5,3
FL4732-390,252,0.91,4,3,3,3
FL1537-610,260,0.97,3,3,3,3
FL6331-652,290,0.96,5,3,4,4
FL9782-231,221,0.99,5,4,4,4
FL6960-685,284,0.92,5,4,4,4
FL7699-681,182,0.97,3,5,4,3
FL4442-459,226,0.99,3,4,3,5
FL9100-147,222,0.97,5,5,5,4
FL4595-339,269,0.96,5,5,4,3
FL1358-445,252,0.97,4,5,3,4
FL1704-359,296,0.9,3,4,4,3
FL7775-460,159,0.97,5,5,3,5
FL8041-669,285,0.93,4,5,3,5
FL5360-577,279,1.0,5,4,5,4
FL4041-827,150,0.99,5,4,3,3
FL7495-234,165,0.95,3,4,4,3
FL4829-371,260,0.92,3,3,3,4
FL8081-424,283,0.9,5,5,3,3
FL7829-158,298,0.93,5,5,4,4
FL5771-460,203,0.98,4,4,4,3
FL6369-151,169,0.94,3,5,3,3
FL6689-964,226,0.93,5,5,4,5
FL5708-814,202,0.91,5,4,5,4
FL6126-101,293,0.9,3,3,3,5
FL2365-538,170,1.0,4,5,4,4
FL4895-424,154,0.99,5,3,4,5
FL9727-418,171,0.9,4,5,5,3
FL3571-115,258,0.96,4,4,5,5
FL7523-893,274,0.9,4,4,3,3
FL7460-494,212,0.91,5,5,3,4
FL3133-609,189,0.9,4,3,5,4
FL1620-237,156,0.95,5,4,3,3
FL8210-921,179,0.97,4,5,5,4
FL3896-645,174,0.95,4,4,3,3
FL2334-253,164,0.97,3,4,4,5
FL1695-197,179,0.95,5,5,5,5
FL8362-959,202,0.9,5,4,3,5
FL8047-867,268,0.99,4,4,3,5
FL7368-936,284,0.9,3,3,4,5
FL8775-312,294,0.97,4,3,5,3
FL8832-304,230,0.91,4,5,4,3
FL1452-803,194,0.97,5,5,3,3
FL9466-274,202,0.9,3,5,4,3
FL3860-946,212,0.93,3,4,3,5
FL3888-136,187,0.94,3,5,5,5
FL5567-381,256,0.98,3,3,3,3
FL1651-890,155,0.9,4,5,5,5
FL2252-637,260,0.98,4,4,5,5
FL6830-371,165,0.94,4,5,5,4
FL9857-347,193,0.91,4,4,5,4
FL3630-261,280,0.98,3,3,3,5
FL1975-846,237,0.95,5,5,3,3
FL6177-535,186,0.92,3,5,3,4
FL4155-344,157,0.94,5,5,3,4
FL5947-929,258,1.0,3,3,5,3
FL9764-277,195,0.95,3,3,4,4
FL2386-328,213,0.97,5,4,3,5
FL5164-330,249,0.97,5,3,5,3
FL8903-980,208,0.92,4,4,3,3
FL9663-943,174,0.95,5,5,3,5
FL1911-745,278,0.98,4,4,4,5
FL2367-856,294,0.95,3,3,5,3
FL5818-773,240,0.97,4,3,3,4
FL7992-704,209,0.91,4,3,4,4
FL3035-916,217,0.91,4,4,4,5
FL2382-159,158,0.92,4,5,4,4
FL5031-928,178,1.0,3,3,5,4
FL2119-857,298,0.95,4,3,5,3
FL7423-601,272,0.96,3,5,4,5
FL6638-877,215,0.93,4,5,5,3
FL1543-862,195,0.9,4,4,3,5
FL1865-252,228,0.94,5,5,4,3
FL3637-700,225,0.94,5,5,5,4
FL6298-264,291,0.94,3,4,5,5
FL8806-229,264,0.99,4,3,5,5
FL3697-762,176,0.91,5,3,3,4
FL6246-548,178,0.96,5,3,4,3
FL7589-115,208,0.9,3,4,3,3
FL6536-283,268,0.99,3,3,4,5
FL4893-846,251,0.99,5,3,5,4
FL4901-275,196,0.98,4,5,4,5
FL4518-342,194,1.0,4,5,4,3
FL7518-413,204,0.92,4,5,5,5
FL6645-362,264,0.96,4,4,5,3
FL5486-529,167,0.98,3,4,3,3
FL5161-779,193,0.92,3,5,5,5
FL3614-302,269,0.94,4,3,5,4
FL6233-139,194,0.91,4,5,4,4
FL7174-312,181,0.99,5,3,3,3
FL3790-526,259,0.93,5,5,4,4
FL6761-219,241,0.96,4,3,4,3
FL7985-103,221,0.93,4,5,4,3
FL9523-675,272,0.94,5,4,5,5
FL4238-474,203,0.97,4,4,3,3
FL1852-285,193,0.99,3,4,4,3
FL6260-199,228,0.99,5,3,4,3
FL7763-918,222,0.97,5,3,5,5
FL8369-834,234,0.93,5,4,4,4
FL2298-618,244,0.9,3,5,4,3
FL4830-739,281,0.94,3,3,3,5
FL7425-150,170,0.94,3,3,5,4
FL9891-819,300,0.99,4,5,3,4
FL6764-625,284,1.0,3,3,3,3
FL1172-158,206,0.98,4,3,4,5
FL4062-249,161,0.99,3,5,5,3
FL6692-128,230,0.97,4,3,3,3
FL4856-327,238,0.9,5,3,4,5
FL3047-287,275,0.93,3,3,4,4
FL8681-505,267,0.95,4,5,3,5
FL4574-678,231,0.96,4,3,5,5
FL4885-438,195,0.97,5,4,3,4
